date,Conflict,Disaster,Disease,Food Insecurity,Fund,Political/Social Unrest,Water Insecurity
20130624,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130625,2.0,0.0,0.0,0.0,0.0,0.0,1.0
20130627,2.0,0.0,1.0,0.0,0.0,0.0,0.0
20130628,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20130701,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130711,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130712,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20130715,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20130716,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20130717,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20130718,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20130724,2.0,0.0,0.0,1.0,0.0,0.0,0.0
20130725,3.0,0.0,0.0,0.0,0.0,0.0,0.0
20130726,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20130729,4.0,0.0,0.0,0.0,0.0,0.0,0.0
20130730,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130731,1.0,2.0,0.0,0.0,0.0,0.0,0.0
20130801,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130809,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130812,3.0,1.0,0.0,0.0,0.0,0.0,0.0
20130813,2.0,2.0,0.0,0.0,0.0,0.0,0.0
20130814,0.0,4.0,0.0,0.0,0.0,0.0,3.0
20130815,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20130827,1.0,2.0,1.0,0.0,0.0,0.0,0.0
20130906,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20130909,2.0,0.0,0.0,0.0,0.0,0.0,2.0
20130910,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20130911,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130912,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20130913,1.0,3.0,0.0,0.0,0.0,0.0,0.0
20130916,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20130919,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130920,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20130926,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20130927,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20130930,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20131008,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20131009,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131010,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131011,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20131014,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20131016,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131017,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20131023,3.0,0.0,0.0,0.0,0.0,0.0,0.0
20131024,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20131025,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20131030,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131031,3.0,1.0,1.0,0.0,0.0,0.0,0.0
20131104,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20131105,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20131106,1.0,2.0,0.0,0.0,0.0,0.0,0.0
20131107,4.0,0.0,0.0,0.0,0.0,0.0,0.0
20131108,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20131111,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131112,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20131113,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131115,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20131118,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131119,3.0,2.0,0.0,0.0,0.0,0.0,0.0
20131120,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131129,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131202,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131205,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20131218,2.0,0.0,0.0,0.0,0.0,1.0,0.0
20131219,2.0,1.0,0.0,0.0,0.0,0.0,0.0
20131230,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20131231,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140514,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20140516,4.0,0.0,1.0,0.0,0.0,0.0,0.0
20140519,3.0,0.0,0.0,0.0,1.0,0.0,0.0
20140520,4.0,0.0,0.0,0.0,0.0,0.0,1.0
20140521,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140523,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20140606,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140616,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20140617,2.0,1.0,0.0,0.0,0.0,0.0,0.0
20140619,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20140620,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20140623,1.0,0.0,0.0,0.0,0.0,1.0,0.0
20140624,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140625,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20140702,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20140707,3.0,0.0,0.0,0.0,0.0,0.0,0.0
20140709,4.0,0.0,0.0,0.0,0.0,0.0,0.0
20140710,2.0,1.0,0.0,0.0,1.0,0.0,0.0
20140714,1.0,1.0,1.0,0.0,0.0,0.0,0.0
20140715,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140716,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140717,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140721,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20140722,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20140723,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20140728,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140801,1.0,0.0,1.0,1.0,0.0,0.0,0.0
20140804,1.0,2.0,0.0,0.0,0.0,0.0,1.0
20140805,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140806,0.0,2.0,0.0,0.0,0.0,0.0,0.0
20140807,1.0,2.0,0.0,0.0,0.0,0.0,0.0
20140812,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140813,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140815,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140819,2.0,1.0,0.0,0.0,0.0,0.0,0.0
20140822,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20140825,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140826,3.0,0.0,0.0,0.0,0.0,0.0,0.0
20140827,1.0,0.0,0.0,0.0,0.0,0.0,1.0
20140829,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20140902,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20140910,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140911,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20140912,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20141007,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141010,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141014,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20141015,4.0,0.0,0.0,0.0,0.0,0.0,0.0
20141016,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20141020,2.0,1.0,0.0,0.0,0.0,0.0,0.0
20141021,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20141027,3.0,1.0,0.0,0.0,0.0,1.0,0.0
20141031,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141104,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141105,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20141114,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141117,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141118,1.0,1.0,0.0,0.0,0.0,1.0,0.0
20141124,0.0,1.0,0.0,0.0,0.0,0.0,0.0
20141125,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20141126,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20141201,2.0,1.0,0.0,0.0,0.0,0.0,0.0
20141205,1.0,1.0,0.0,0.0,0.0,0.0,0.0
20141212,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20141215,1.0,0.0,0.0,0.0,0.0,0.0,0.0
20141216,2.0,0.0,0.0,0.0,0.0,0.0,0.0
20141230,1.0,0.0,0.0,0.0,0.0,0.0,0.0
